0,1,1.2087895208227422,1.0475849268794297,0.06214318695626946,0.06213807162489258,2212180.011105588
0,2,0.12525490924893976,0.06684129248168336,0.36203585808005834,0.36338586846314336,14362.159812213768
0,3,0.11944163859038852,0.09309700213778356,0.231222016823234,0.2298813211282448,46197.18228490766
0,4,-0.0466298871368535,-0.08983999419551814,0.054655352233916515,0.054899075052792005,1312500.7858766064
0,5,-0.021132410130645745,0.07221292155080918,0.27423985899824005,0.27913322399124524,27526.312269126858
0,6,-0.008705304884423216,0.141470596419506,0.23672281150896735,0.23666691308631513,40142.90748817544
0,7,-0.05624977106150248,0.23395727574210687,0.23985591695455027,0.243143743484517,32766.168117414178
0,8,-0.061677160208605,0.0022170528202145067,0.15556167537194324,0.15554889501317348,114626.58558945543
0,9,-0.1219814680941918,0.13779667451992755,0.3115509809781304,0.3155860576196963,20610.28140173562
0,10,-0.12023163723673436,-0.166099887085193,0.05230010547697912,0.052632443384271865,1238520.5123057498
0,11,0.09524756375931732,0.20764701006155092,0.3640704689667908,0.3638537253413152,12120.214139519116
0,12,-0.06808559977039792,0.11779046702924696,0.23776192039027164,0.24098609205256394,39492.61624674175
0,13,-0.017034908419938717,-0.13842884452387502,0.28338543380273173,0.2943369541124961,27912.914797817357
0,14,0.055212797199877116,0.05357379681773674,0.17620203130985257,0.17735685803726836,82058.4594330308
1,2,-0.19022676846201142,0.045777765952642,0.1757156842663849,0.17422630814820406,84935.72433686937
1,3,0.608456508397684,-0.0750913725081255,0.10768922254402016,0.10096395481761919,312542.3755284468
1,4,-0.02640636365817089,-0.1987044712985074,0.02701632682103451,0.024528090106651742,6879140.043091805
1,5,-0.07687507068245002,0.13850559011889782,0.12421901493016746,0.12688414654665592,191603.68183893154
1,6,0.5184513830803739,-0.007626909813730032,0.11890156738241339,0.1128053305729647,248558.88446469273
1,7,-0.11312425095372002,0.10324611733532761,0.14079508283012082,0.13600020590296438,180607.80161356716
1,8,-0.03631514639418866,0.02660503117985798,0.07734202775170852,0.07556717341071971,641308.2818588397
1,9,-0.02867681848256166,0.10769215891423978,0.14942791719928633,0.14810383331328175,129923.96640451846
1,10,-0.0701015213843351,-0.1368757040678446,0.029128589619138966,0.026612184366938515,5704601.076252853
1,11,0.0008536193137102545,0.10030734438903367,0.17607880031613676,0.1750199297211753,94532.62767216534
1,12,-0.021806205402604736,-0.006088908641886575,0.1195585571094429,0.1184437956747988,230346.94830881027
1,13,-0.018390367889875837,0.050584856338111356,0.13048557545992853,0.13064283669363774,183097.0303630588
1,14,-0.0384174015107649,0.003996847561794264,0.09103265906149936,0.09018692025454765,434301.8113180215
2,3,0.6346481964799932,0.33407137974143497,0.8745695911795012,0.8713556529728347,1068.3305844699635
2,4,0.6054699494896919,0.8267421923033734,0.24592725230274762,0.25008591006833264,50136.36919867287
2,5,-0.7026196196954219,-0.6966943807766676,1.1953075917115161,1.2085920928179161,243.11313277688373
